Datetime,Active Addresses,Exchange Reserve,Exchange Netflow,Fee-Reward Ratio,Funding Rates,Hashrate,Mean Coin Age,Miner Reserve,MVRV Ratio,Open Interest,Puell Multiple,SOPR
2025-05-19 00:00:00+00:00,882832.0,2617310.38115182,-8840.83151212,0.01537245,0.0028027166666666,852722089094.28,1611.27105735,1808654.7675319,2.31003423,33993466960.832355,1.2507850268516862,1.03051975
2025-05-18 00:00:00+00:00,943792.0,2626151.21266394,1474.4152217600003,0.01156568,0.0093444533333333,979723251299.811,1611.81715573,1810548.57759189,2.33458444,33711627629.809525,1.4327124436298893,1.01335119
2025-05-17 00:00:00+00:00,910699.0,2624676.79744218,-350.87108113999966,0.01584713,0.0055029449999999,864817437875.7592,1611.16126078,1808275.36062612,2.26284021,31700166206.0968,1.2602270660778083,1.0092862
2025-05-16 00:00:00+00:00,1033195.0,2625027.66852332,-2313.7674216899977,0.02796104,0.0061466666666666,805296967031.343,1610.38446529,1808477.8953197,2.27122018,32275911667.307884,1.222781185192856,1.01854735
2025-05-15 00:00:00+00:00,959746.0,2627341.43594501,-8811.927448510003,0.01176117,0.00526106,864509979313.0594,1610.01748441,1809265.32316042,2.28073988,32245275362.27331,1.279806332970585,1.02652145
2025-05-14 00:00:00+00:00,996549.0,2636153.36339352,-173.75565030000143,0.01576889,0.0085725849999999,852667376856.7161,1610.67416102,1808718.53003785,2.28041884,32342601893.950512,1.278804081990926,1.01512711
2025-05-13 00:00:00+00:00,975749.0,2636327.11904382,-10085.982901609996,0.01520348,0.007986105,769769159662.3131,1610.25165427,1808757.73953352,2.29664413,32738554255.95235,1.151330910253202,1.03201484
2025-05-12 00:00:00+00:00,930377.0,2646413.10146167,-1834.2166270800008,0.02777739,0.0086517066666666,858588678084.8877,1610.93889012,1808902.0678666,2.2733295,32189315653.34118,1.3062281195527494,1.01936548
2025-05-11 00:00:00+00:00,966443.0,2648247.31808875,809.9546726400004,0.00731022,0.0104178066666666,882273882997.5743,1610.63405879,1808704.69205739,2.30647842,32419448885.36811,1.3245572561417105,1.01157024
2025-05-10 00:00:00+00:00,1139439.0,2647437.36341611,120.75906374999975,0.00937808,0.0089267616666666,888195184225.746,1609.96647169,1809033.4815164,2.32254026,32024657477.71402,1.3278938161147906,1.00939371
2025-05-09 00:00:00+00:00,1091807.0,2647316.60435236,-4433.06570259,0.01545364,0.0088625883333333,828982171944.0295,1609.18784391,1808695.50347785,2.28373746,31508529111.57571,1.2436096024109549,1.02689794
2025-05-08 00:00:00+00:00,1123834.0,2651749.67005495,-1063.496048010005,0.0129943,0.0049796533333333,941486895279.2908,1609.33313289,1809136.19368289,2.2962619,32566645132.014507,1.3702292900511126,1.02365799
2025-05-07 00:00:00+00:00,1159368.0,2651601.41056325,-346.2525109399994,0.01389424,0.004397205,894116485453.9176,1609.48559166,1808739.8661722,2.16198571,31936445064.500954,1.2635877806755271,1.01728218
2025-05-06 00:00:00+00:00,909676.0,2651947.66307419,-8128.318980700002,0.01198032,0.00570563,817139569487.6863,1609.4974086,1809204.08902404,2.15986128,32669957000.627132,1.126673522264344,1.01950883
2025-05-05 00:00:00+00:00,1000264.0,2660075.98205489,-6747.858579200001,0.00925615,0.0005856733333333,1036227714930.037,1610.24864371,1808615.6696043,2.12019562,31172092082.692497,1.4253660474893797,1.02300094
2025-05-04 00:00:00+00:00,795057.0,2666823.84063409,540.3066787700009,0.00777203,-0.0011687483333333,823060870715.8579,1611.74059353,1808600.89121459,2.11347937,31547788019.3437,1.1454450750335916,1.00219278
2025-05-03 00:00:00+00:00,958743.0,2666283.53395532,1204.9801186500008,0.00767795,-0.000276165,971093401420.1488,1610.93568051,1808907.5087949,2.14657717,32180617710.345993,1.362244404217007,1.00984838
2025-05-02 00:00:00+00:00,1113820.0,2665078.55383667,-5409.082609240002,0.01110508,0.0017217066666666,974036329983.0724,1610.17753885,1808409.3259752,2.17128908,33320769919.357742,1.3367625235754417,1.01795015
2025-05-01 00:00:00+00:00,960293.0,2670487.63644591,-3348.1982072399987,0.01289764,0.0016771233333333,827011978287.5144,1610.17245403,1808348.60374697,2.16504963,33799629215.728275,1.125020194281943,1.01639263
2025-04-30 00:00:00+00:00,926397.0,2673835.83465315,2237.9047029199937,0.01573004,0.0030907516666666,808633934325.5696,1610.20537704,1807935.20879561,2.11579386,30889613578.005745,1.0889855501693717,1.01283925
2025-04-29 00:00:00+00:00,992076.0,2671597.92995023,-9064.164226459994,0.01335291,-0.0004488483333333,894398139481.3119,1609.96684179,1807707.33156494,2.11999948,31435939606.35677,1.207722335257471,1.02178906
2025-04-28 00:00:00+00:00,1016940.0,2680662.09417669,-1948.5255755800024,0.01481891,0.0017802566666666,863768066211.4039,1610.30239298,1807507.87084022,2.14003229,31566788218.623093,1.1626203917209197,1.01785057
2025-04-27 00:00:00+00:00,889936.0,2682610.61975227,1592.4447307400003,0.01213483,0.00495562,827011978287.5144,1610.4355459,1808412.03424849,2.11507821,31657852369.27421,1.1088138490272246,1.00802551
2025-04-26 00:00:00+00:00,845795.0,2681018.17502153,1633.7564343699996,0.01050206,0.0019138516666666,814759948979.5513,1609.67610443,1808507.90789106,2.13572567,32263012873.9523,1.0955131148173065,1.01254025
2025-04-25 00:00:00+00:00,1003481.0,2679384.41858716,-10201.08439941,0.01339725,-0.0013111716666666,882146110173.3486,1609.14847183,1808682.87883786,2.13795168,33499878025.268364,1.1874021313300658,1.04195558
2025-04-24 00:00:00+00:00,1013108.0,2689585.50298657,-14534.033339250003,0.01995524,-0.0004859949999999,863768066211.4039,1609.75518727,1808787.59993199,2.12883559,32257055665.642403,1.1554087346124182,1.01831324
2025-04-23 00:00:00+00:00,877695.0,2704119.53632582,-3640.5155325800006,0.03072157,0.0013823833333333,698365670553.901,1609.8894691,1808816.88136543,2.12581694,31758128922.00145,0.9488041089518452,1.03399313
2025-04-22 00:00:00+00:00,1096758.0,2707760.0518584,-8877.279222669997,0.01279254,0.0001840583333333,949532271367.146,1609.60237816,1808774.74443622,2.12770177,33305430657.707897,1.2138318376125792,1.01697588
2025-04-21 00:00:00+00:00,907339.0,2716637.33108107,-5456.967869170003,0.016388,0.0057082633333333,771877846401.68,1609.1765355,1808797.87870675,1.99438098,29566018416.366764,0.9620718631118098,1.01162534
2025-04-20 00:00:00+00:00,844001.0,2722094.29895024,-67.52681355999994,0.014058,0.0022949116666666,753499802439.7354,1608.59450933,1808833.9058165,1.94071723,27276508181.87339,0.9090327587317362,1.00365039
2025-04-19 00:00:00+00:00,838836.0,2722161.8257638,18.08753274999981,0.01447209,0.0051553816666666,851516036903.4408,1607.80394716,1808765.83458127,1.93931707,27702138357.98469,1.0257846432492834,1.0008888
2025-04-18 00:00:00+00:00,933105.0,2722143.73823105,1400.5954095300003,0.01230208,0.0033932116666666,821465181581.5563,1606.94293624,1808721.75074529,1.9262707,26790231059.72609,0.993191232572848,1.004208
2025-04-17 00:00:00+00:00,1080565.0,2720743.14282152,-3004.671210749999,0.01241779,0.0045635266666666,924148329279.2509,1606.17529277,1808694.88518018,1.93677584,27301915149.62424,1.115030873811794,0.97024261
2025-04-16 00:00:00+00:00,915144.0,2723747.81403227,-3554.6837658300065,0.01253001,0.0017440183333333,893947403485.8113,1606.71028365,1809082.88963139,1.91299945,26566504213.29316,1.0701768098428608,1.00529083
2025-04-15 00:00:00+00:00,924542.0,2727302.4977981,-4747.865303519997,0.01246744,0.0009743,869786662851.0596,1606.37478482,1809025.56119976,1.9047633,26814051520.73061,1.0525927268525652,0.99080487
2025-04-14 00:00:00+00:00,959211.0,2732050.36310162,-6891.521900480002,0.01341894,0.0034553066666666,899987588644.4991,1606.16181145,1808641.84536833,1.92509737,26696366928.699707,1.0816020224283207,1.00973183
2025-04-13 00:00:00+00:00,916359.0,2738941.8850021,956.3515347200008,0.00783042,0.0040400583333333,1038911847294.3212,1605.55062867,1808542.09727625,1.90681509,26469657552.938423,1.23565832156486,1.01087002
2025-04-12 00:00:00+00:00,869439.0,2737985.53346738,983.6593686399974,0.01190564,0.004411345,869786662851.0596,1604.94856917,1808555.40133263,1.94268258,28555630285.318493,1.0311237488797482,1.00791516
2025-04-11 00:00:00+00:00,941616.0,2737001.87409874,-3059.618559989998,0.01632913,0.0036643883333333,893947403485.8113,1604.18064179,1808510.84699229,1.90031569,27257480151.36516,1.0373255467216431,1.00258575
2025-04-10 00:00:00+00:00,861029.0,2740061.49265873,1310.8032793200036,0.01151203,0.0042976683333333,869786662851.0596,1604.16618891,1808982.33410484,1.81329693,24457763954.32004,0.990804998341806,1.01125244
2025-04-09 00:00:00+00:00,884812.0,2738750.68937941,-2520.409898039994,0.01356446,0.0069552483333333,785224070629.4288,1604.43486353,1809633.76110328,1.88396555,26285280516.84506,0.8644666655132639,1.00198256
2025-04-08 00:00:00+00:00,903421.0,2741271.09927745,6195.695518399996,0.01621438,0.0074256733333333,924148329279.2509,1604.20630487,1809443.70567149,1.74023743,24576440058.792305,1.0194242681840475,0.99841325
2025-04-07 00:00:00+00:00,870355.0,2735075.40375905,-6356.933580460012,0.01434134,0.0083629083333333,875826848009.7476,1603.63641465,1808944.21841151,1.80553279,24232401715.00165,0.9533321061398148,0.99856688
2025-04-06 00:00:00+00:00,770588.0,2741432.33733951,924.60064049,0.00943626,0.0041825883333333,875826848009.7476,1604.23745084,1810612.36699186,1.78767881,25860693712.646423,0.9909410137764088,0.99874522
2025-04-05 00:00:00+00:00,809254.0,2740507.73669902,3187.18408182,0.00835005,0.0057915916666666,990590366024.818,1603.53850618,1809393.13642498,1.90504108,25418709833.110268,1.1416263579356034,1.00303405
2025-04-04 00:00:00+00:00,994546.0,2737320.5526172,903.450662510004,0.00977885,0.0083261466666666,1017884958368.8538,1602.82456171,1809201.33550234,1.913263,26010579518.27119,1.2532001991669135,1.00392366
2025-04-03 00:00:00+00:00,990235.0,2736417.10195469,-9503.217338559996,0.01202505,0.0100673566666666,859547298178.1432,1602.40640749,1809180.27411095,1.89793281,25543614148.424824,1.0526053262843764,1.01984037
2025-04-02 00:00:00+00:00,983541.0,2745920.31929325,-3304.961116599996,0.00818098,0.0042783233333333,972645626885.7936,1603.32766613,1809011.42001404,1.88484031,25448655412.771435,1.2181369759343963,1.01388032
2025-04-01 00:00:00+00:00,1023066.0,2749225.28040985,-2846.797024759995,0.01021498,0.0062294833333333,763413718776.6403,1603.19973276,1808366.09278602,1.94741072,27582203889.59246,0.9443258786658772,0.99893117
2025-03-31 00:00:00+00:00,965070.0,2752072.07743461,5749.178046360001,0.01049703,0.0030441383333333,836927632436.613,1602.5356878,1808496.42702816,1.8872433,25769948603.72026,1.0145392998859162,0.99684538
2025-03-30 00:00:00+00:00,808078.0,2746322.89938825,4954.23975447,0.00730032,-0.00147066,774723551647.4053,1602.06964221,1808557.85890495,1.88340875,26755501600.864555,0.9390590085237792,0.9949548
2025-03-29 00:00:00+00:00,982218.0,2741368.65963378,-1499.3491092699987,0.00944973,0.0008649333333333,797343217388.9354,1601.32767702,1808556.53921836,1.88890081,27491848140.71076,0.9694892695762458,0.99631557
2025-03-28 00:00:00+00:00,1040116.0,2742868.00874305,-4897.093911560005,0.0125472,0.0050950016666666,870857131048.9082,1600.5134558,1808850.15791123,1.92834555,29021086176.530796,1.0854776579097711,1.01575039
2025-03-27 00:00:00+00:00,1036242.0,2747765.10265461,-2341.590503469997,0.01130337,0.0014426783333333,836927632436.613,1600.97407185,1809098.60444398,1.99664556,28153272841.116745,1.0648360361060976,1.00388902
2025-03-26 00:00:00+00:00,1039006.0,2750106.69315808,797.6204058399962,0.02006496,0.0025898616666666,853892381742.7606,1600.32414092,1809226.1886544,1.99038301,27842718515.7009,1.096184772055328,1.00513627
2025-03-25 00:00:00+00:00,912093.0,2749309.07275224,-3793.999581960001,0.02737382,-0.0009054966666666,842582548871.9956,1599.794709,1809435.34063099,2.00130709,28825177713.547684,1.0888021907447818,1.0044639
2025-03-24 00:00:00+00:00,1047599.0,2753103.0723342,-10877.09044036,0.01265999,0.0011593016666666,870857131048.9082,1599.23927986,1809851.79377811,2.00390664,29485697505.713978,1.1058898682069886,1.01127939
2025-03-23 00:00:00+00:00,975243.0,2763980.16277456,-778.02529202,0.01211492,0.0030966383333333,882166963919.6732,1598.56414973,1809453.05313682,1.97380709,27804156614.67915,1.0846665136367395,1.00378434
2025-03-22 00:00:00+00:00,932051.0,2764758.18806658,9.417569670000375,0.02049665,-0.0006167616666666,836247313819.7312,1597.75376413,1809406.98262076,1.92140103,26142199031.69944,1.0435290156637078,1.01061458
2025-03-21 00:00:00+00:00,904164.0,2764748.77049691,319.07513724000455,0.01101598,0.00245592,808372403359.0735,1597.28984958,1809410.52515012,1.92692065,26390439893.293373,0.9971698681255172,0.99741486
2025-03-20 00:00:00+00:00,936960.0,2764429.69535967,-631.5561135300013,0.01217915,0.0055737566666666,791647457082.679,1596.54931464,1809724.59281263,1.92949245,26345126269.58613,0.9906777487302878,1.0103861
2025-03-19 00:00:00+00:00,995507.0,2765061.2514732,-4999.110650549999,0.01101096,0.0033838533333333,847397278003.9944,1596.38459711,1809587.97315002,1.99373617,28649237032.744785,1.0417094638723867,1.00874751
2025-03-18 00:00:00+00:00,986376.0,2770060.36212375,888.5784805000003,0.01005414,0.0022466633333333,791647457082.679,1595.8149095,1809569.10830158,1.89976386,26536520652.274296,0.9536226192046788,1.0001117
2025-03-17 00:00:00+00:00,951207.0,2769171.78364325,-196.74968308999817,0.01059495,0.004117495,780497492898.4159,1595.16458497,1809407.59831012,1.93226503,26498107730.409283,0.9505733645294252,0.99860676
2025-03-16 00:00:00+00:00,996158.0,2769368.53332634,1304.938903870001,0.00901109,0.0020229933333333,808372403359.0735,1594.57800568,1809518.81166194,1.89476683,25883220213.85059,0.9818522670703076,1.00215378
2025-03-15 00:00:00+00:00,944851.0,2768063.59442247,-1908.39098878,0.01181652,-0.0003411666666666,735897636161.3635,1593.81711785,1809496.19831061,1.93699495,27239553855.545013,0.9018784140427488,1.0036581
2025-03-14 00:00:00+00:00,1012722.0,2769971.98541125,-1128.7720075199975,0.01212727,0.004172755,791647457082.679,1592.94958714,1809671.64300389,1.92911115,27144297407.053806,0.9553043628838472,1.00798866
2025-03-13 00:00:00+00:00,1093632.0,2771100.75741877,-7781.4278180699985,0.01106546,0.0025171266666666,886422152648.9152,1592.60032517,1809786.99095377,1.86328972,25881596871.66246,1.0568325545859385,1.000318
2025-03-12 00:00:00+00:00,994861.0,2778882.18523684,-21564.68593777,0.01074415,0.0016274816666666,852972260096.1259,1592.16383784,1809776.93656886,1.92149516,25467954352.855785,1.0168413774538811,1.00582454
2025-03-11 00:00:00+00:00,980262.0,2800446.87117461,-7522.999490369999,0.01379705,0.00251627,769347528714.1527,1592.01590543,1809589.45093303,1.90669972,25121855069.74707,0.9028556318671388,0.9997344
2025-03-10 00:00:00+00:00,1045900.0,2807969.87066498,-4998.95563181,0.01093314,0.0049745533333333,858547242188.2574,1591.91370588,1810465.22346014,1.80729703,24901404261.11819,0.997099043275731,0.99768761
2025-03-09 00:00:00+00:00,890262.0,2812968.82629679,2706.301919379999,0.00879941,0.0036372916666666,886422152648.9152,1592.25506073,1810414.80294644,1.85629036,25683692285.219948,1.0728488261289788,0.99796519
2025-03-08 00:00:00+00:00,809330.0,2810262.52437741,-1022.9601157600008,0.01005958,0.0043708633333333,753004934520.968,1591.5167068,1809878.61155545,1.98483106,25912691091.894836,0.9423239748049316,0.99990939
2025-03-07 00:00:00+00:00,984904.0,2811285.48449317,6125.816266740003,0.01263158,0.0060804349999999,780486866437.7917,1590.6692757,1809821.51519392,1.99421117,26172178453.36689,0.9948348986450856,1.00086985
2025-03-06 00:00:00+00:00,1081143.0,2805159.66822643,1007.46829135,0.00964888,0.0043582733333333,934385685172.0042,1590.32764274,1810073.73352852,2.06583113,26726397960.3777,1.2212174413323138,1.01912285
2025-03-05 00:00:00+00:00,864877.0,2804152.19993508,847.8755448700031,0.01142618,0.0021149633333333,736515775370.8739,1590.20238128,1809778.15938635,2.08455162,26937919179.368507,0.9437609449497188,1.00725366
2025-03-04 00:00:00+00:00,855894.0,2803304.32439021,-765.2151984299999,0.01137013,0.0046129333333333,802472411971.2506,1589.59939009,1809819.71500782,2.01060353,25351023188.63725,0.9795015814871008,0.99134632
2025-03-03 00:00:00+00:00,985932.0,2804069.53958864,-2367.1139575199995,0.01277124,0.004667115,824457957504.7096,1589.1121045,1809616.75638969,1.98197251,26248703641.088924,1.0802179737970383,1.0088348
2025-03-02 00:00:00+00:00,976663.0,2806436.65354616,-3852.47023983,0.01388234,-0.00555414,692544684303.956,1589.02716305,1809752.0878661,2.17142006,30061692291.288403,0.8783437936235647,1.01059656
2025-03-01 00:00:00+00:00,976759.0,2810289.12378599,-432.38017795999986,0.01274867,-0.00021553,791479639204.5211,1588.4084009,1809489.41201768,1.98395225,27560542863.45492,0.9691261883682692,1.00054085
2025-02-28 00:00:00+00:00,1217056.0,2810721.50396395,-702.2174865400011,0.01317201,0.0093835283333333,851939889421.5332,1587.64021314,1809279.11434576,1.94714348,27429302791.46652,1.0036805827655246,0.99083827
2025-02-27 00:00:00+00:00,968751.0,2811423.72145049,-1832.7773443200056,0.0175788,0.0162106616666666,824457957504.7096,1587.45459616,1809083.4788975,1.95227205,28703810806.909645,1.0112718040492843,1.00118068
2025-02-26 00:00:00+00:00,995211.0,2813256.49879481,1306.6966157900024,0.02174208,0.00871282,862932662188.2627,1587.27496071,1809530.95127076,1.94272062,28759536351.835487,1.08920771610651,0.99490442
2025-02-25 00:00:00+00:00,1069978.0,2811949.80217902,9934.509888710005,0.02420974,0.0099423133333333,802472411971.2506,1587.62685615,1809454.79931933,2.03885374,31002605071.45776,1.0382592975824978,0.99812471
2025-02-24 00:00:00+00:00,1003051.0,2802015.29229031,2533.1972962299988,0.03302186,0.0074998949999999,714530229837.4149,1588.0327136,1810753.56985407,2.10841085,32194868351.509773,0.9922927778079234,1.00444054
2025-02-23 00:00:00+00:00,929214.0,2799482.09499408,-3011.116512820001,0.02774522,0.0057065116666666,709033843454.0502,1587.46582167,1809272.90954139,2.21646026,31240208082.66211,0.987808375871022,1.00327934
2025-02-22 00:00:00+00:00,998913.0,2802493.2115069,-11012.726978920004,0.0144572,0.008044515,788864727616.6241,1586.68063525,1809405.53194238,2.22344997,31002396650.920628,1.054796073473625,1.00725581
2025-02-21 00:00:00+00:00,964255.0,2813505.93848582,-6650.628144540002,0.0138403,0.0087496666666666,732111869514.7087,1585.99022926,1810010.04967644,2.21495364,31362591621.27564,0.9901764424157884,1.00677411
2025-02-20 00:00:00+00:00,958455.0,2820156.56663036,-4049.8745121699976,0.01298991,0.0061552666666666,737787155324.9003,1585.404196,1809134.98156617,2.26669357,34966880154.97904,0.9948241842643504,1.00750007
2025-02-19 00:00:00+00:00,954360.0,2824206.44114253,2256.5050750299997,0.01285387,0.0058452683333333,715086012084.1342,1584.72719097,1808948.50905686,2.2287291,32607113730.693356,0.9480412575323444,1.00402251
2025-02-18 00:00:00+00:00,1019349.0,2821949.9360675,3557.551846389997,0.0106354,0.00804102,794540013426.8157,1584.04305116,1809586.10740668,2.20572769,33143669238.50703,1.0439521348060965,1.00478673
2025-02-17 00:00:00+00:00,889370.0,2818392.38422111,5099.046415509998,0.01421028,0.0050907733333333,777514155996.2411,1583.47998393,1809259.78106777,2.21062587,32246756720.98691,1.032599870510509,1.00278449
2025-02-16 00:00:00+00:00,778724.0,2813293.3378056,-1901.917723229999,0.00906829,0.00560995,856968157338.9227,1582.76178525,1809402.83521868,2.2204715,31937727296.226227,1.1456948089371124,1.00224059
2025-02-15 00:00:00+00:00,792462.0,2815195.25552883,-767.191585919998,0.00753797,0.0075594283333333,908045729630.6464,1581.95362401,1809514.56676775,2.25328827,32206145731.18149,1.2161609553269768,1.00747466
2025-02-14 00:00:00+00:00,901371.0,2815962.44711475,946.7974712900032,0.00988905,0.0064991899999999,862643443149.1143,1581.21157817,1809241.57251505,2.25222765,32224590833.845978,1.152843410894485,1.00742465
2025-02-13 00:00:00+00:00,967171.0,2815015.64964346,4886.41635915,0.01136617,0.0063214649999999,896695158010.2634,1580.66790431,1809283.73132148,2.23348961,32322457441.094772,1.1911051313659815,1.00410837
2025-02-12 00:00:00+00:00,946750.0,2810129.23328431,235.82401920999837,0.01103312,0.0067194416666666,754813012755.475,1580.00690218,1809394.49422173,2.2625713,32588060746.3826,1.001176236371074,1.00486363
2025-02-11 00:00:00+00:00,952232.0,2809893.4092651,4481.376343429998,0.01338813,0.0060716883333333,703735440463.7511,1579.44553105,1809735.42681798,2.21638382,32333339464.72252,0.9446151957253665,1.01424322
2025-02-10 00:00:00+00:00,979120.0,2805412.03292167,-3933.783064440002,0.01043696,0.0081715016666666,788864727616.6241,1579.66385785,1810707.71646271,2.25577769,31496512220.87114,1.053945978661375,1.00722903
2025-02-09 00:00:00+00:00,890732.0,2809345.81598611,5313.94899506,0.00775727,0.003515,811565870857.3904,1579.11243695,1809863.47130878,2.23441957,30613252691.99176,1.0737552637180603,1.04002401
2025-02-08 00:00:00+00:00,971944.0,2804031.86699105,-1773.9829272900024,0.0089593,0.0030724383333333,859832042379.257,1580.17689383,1809768.73133317,2.23898712,30852519425.16948,1.199427830175562,1.00611661
2025-02-07 00:00:00+00:00,1073850.0,2805805.84991834,5067.12332459,0.00980241,0.0031517466666666,929693395822.5717,1579.46531036,1809682.83905678,2.24007725,30666791767.546917,1.3112135557228604,1.00740981
2025-02-06 00:00:00+00:00,1015757.0,2800738.72659375,-7625.188711620001,0.01157035,0.0041877983333333,779222788406.2017,1578.89440274,1809507.43891201,2.24189588,30608967588.872868,1.1049213160331948,1.01866569
2025-02-05 00:00:00+00:00,967038.0,2808363.91530537,-61861.44038342,0.01203787,0.0046513533333333,773848838141.3313,1579.11941345,1809518.71532219,2.24644012,30585668764.92638,1.0990126417192498,1.02370777
2025-02-04 00:00:00+00:00,905783.0,2870225.35568879,-7207.377753650006,0.0122046,0.0048216466666666,703987484698.0166,1579.9415936,1810156.25522903,2.27767056,30396509168.51087,1.0182172125152231,1.03124962
2025-02-03 00:00:00+00:00,1036123.0,2877432.73344244,9420.83654075001,0.01261375,-0.00479084,822214390525.1644,1580.3283084,1810401.10472979,2.36894591,32492357213.168182,1.1583466433006326,1.00592968
2025-02-02 00:00:00+00:00,1012472.0,2868011.89690169,5158.286432970002,0.00846853,0.005813905,918945495292.8308,1580.0242209,1811046.49523338,2.2816578,33254304683.75059,1.319621830023778,1.0005932
2025-02-01 00:00:00+00:00,979203.0,2862853.61046872,-1634.7156602299983,0.00823371,0.0060848183333333,988806848736.1456,1579.38524604,1811644.36035472,2.35149857,33930367895.019447,1.4605138485908429,1.00497885
2025-01-31 00:00:00+00:00,870247.0,2864488.32612895,-5120.214195239998,0.01249707,0.0061363783333333,671743783108.7944,1578.72940042,1810340.3006588,2.39407844,34453415758.28511,1.0179796331496846,1.01136592
2025-01-30 00:00:00+00:00,931153.0,2869608.54032419,882.1722361400025,0.01085137,0.0113481133333333,779222788406.2017,1578.13633156,1809701.44151329,2.45090496,34686056588.772026,1.1890594740466478,1.01859376
